Record_ID,Bus_ID,Route_ID,Stop_ID,Stop_Name,Latitude,Longitude,Distance_km,Cumulative_Distance_km,Weather,Temperature_C,Day_of_Week,Peak_Hour,Road_Type,Traffic_Level,Speed_kmph,Passenger_Count,Bus_Capacity,Stop_Time_min,Delay_min,Travel_Time_min,Arrival_Time
764,B009,R008,S068,Tadikonda,16.405,80.643,5.19,9.9,Foggy,37,Wednesday,1,Highway,High,57,14,60,4,12,21.5,15:44
765,B002,R014,S091,Ponnur,16.065,80.551,3.02,19.92,Sunny,26,Thursday,1,Main Road,Medium,40,6,60,4,4,12.5,15:45
766,B007,R020,S129,Tenali,16.239,80.645,0.97,13.79,Cloudy,36,Wednesday,0,Main Road,Low,39,9,60,2,1,4.5,15:46
767,B009,R020,S151,Tenali,16.239,80.645,6.42,18.12,Cloudy,34,Monday,0,Highway,High,60,8,60,2,9,17.4,15:47
768,B005,R005,S151,Pedakakani,16.285,80.49,1.6,5.63,Sunny,31,Friday,0,Main Road,Medium,44,40,60,4,4,10.2,15:48
769,B011,R012,S198,Mangalagiri,16.4303,80.5681,4.62,13.36,Rainy,36,Saturday,0,Main Road,Low,38,16,60,1,5,13.3,15:49
770,B005,R004,S165,Pedakakani,16.285,80.49,2.23,31.37,Cloudy,35,Thursday,1,Main Road,Low,41,56,60,1,1,5.3,15:50
771,B018,R016,S073,Namburu,16.36,80.52,4.87,34.74,Rainy,40,Wednesday,0,Village Road,High,18,52,60,3,13,32.2,15:51
772,B003,R014,S071,Mangalagiri,16.4303,80.5681,6.89,9.52,Cloudy,36,Thursday,0,Main Road,High,35,46,60,2,9,22.8,15:52
773,B019,R010,S002,Pedakakani,16.285,80.49,6.42,28.6,Rainy,34,Monday,0,Highway,High,55,19,60,4,13,24.0,15:53
774,B019,R005,S049,Pedakakani,16.285,80.49,4.63,24.24,Rainy,26,Tuesday,1,Main Road,Low,37,16,60,3,5,15.5,15:54
775,B007,R010,S042,Mangalagiri,16.4303,80.5681,3.31,5.39,Rainy,35,Wednesday,0,Highway,High,46,18,60,2,13,19.3,15:55
776,B015,R015,S103,Pedakakani,16.285,80.49,0.98,27.01,Sunny,28,Tuesday,1,Highway,High,59,42,60,1,8,10.0,15:56
777,B014,R007,S054,Mangalagiri,16.4303,80.5681,6.25,9.86,Cloudy,24,Friday,1,Highway,Medium,50,35,60,3,5,15.5,15:57
778,B010,R003,S112,Ponnur,16.065,80.551,3.54,16.14,Sunny,31,Tuesday,0,Main Road,High,30,46,60,3,8,18.1,15:58
779,B005,R016,S196,Prathipadu,16.48,80.32,1.13,26.55,Sunny,23,Monday,0,Village Road,Low,28,60,60,2,0,4.4,15:59
780,B012,R004,S042,Ponnur,16.065,80.551,2.04,30.13,Cloudy,22,Thursday,0,Main Road,High,35,24,60,2,9,14.5,15:00
781,B014,R002,S139,Prathipadu,16.48,80.32,6.44,16.39,Sunny,34,Friday,0,Main Road,High,40,15,60,2,8,19.7,15:01
782,B005,R020,S164,Mangalagiri,16.4303,80.5681,7.91,11.28,Foggy,22,Wednesday,1,Highway,Medium,52,35,60,4,8,21.1,15:02
783,B005,R008,S169,Ponnur,16.065,80.551,4.35,29.28,Sunny,24,Saturday,0,Highway,Medium,56,50,60,2,4,10.7,15:03
784,B019,R017,S133,Prathipadu,16.48,80.32,2.6,24.5,Cloudy,40,Wednesday,0,Main Road,Low,37,25,60,4,1,9.2,15:04
785,B008,R006,S102,Prathipadu,16.48,80.32,5.35,29.18,Sunny,32,Monday,1,Main Road,High,31,35,60,1,8,19.4,15:05
786,B011,R006,S066,Pedakakani,16.285,80.49,4.06,11.94,Cloudy,32,Thursday,1,Highway,Medium,57,47,60,3,5,12.3,15:06
787,B008,R015,S029,Mangalagiri,16.4303,80.5681,6.43,19.23,Cloudy,25,Friday,1,Main Road,Low,38,13,60,1,1,12.2,15:07
788,B008,R001,S051,Pedakakani,16.285,80.49,2.11,26.71,Cloudy,33,Friday,0,Main Road,High,32,41,60,2,9,15.0,15:08
789,B005,R018,S157,Vaddeswaram,16.49,80.61,2.0,6.76,Cloudy,35,Tuesday,1,Main Road,Medium,37,8,60,2,5,10.2,15:09
790,B007,R020,S153,Prathipadu,16.48,80.32,3.12,24.77,Sunny,24,Monday,1,Main Road,Low,45,13,60,3,0,7.2,15:10
791,B003,R008,S071,Tadikonda,16.405,80.643,6.46,25.84,Sunny,26,Thursday,0,Main Road,Low,37,51,60,3,0,13.5,15:11
792,B017,R004,S198,Tulluru,16.52,80.58,1.83,10.09,Cloudy,37,Tuesday,1,Village Road,Low,32,24,60,3,1,7.4,15:12
793,B013,R009,S029,Mangalagiri,16.4303,80.5681,7.14,29.77,Rainy,36,Thursday,0,Main Road,Medium,34,50,60,1,9,22.6,15:13
794,B014,R014,S015,Namburu,16.36,80.52,7.98,26.08,Sunny,25,Wednesday,1,Village Road,Medium,20,21,60,4,4,31.9,15:14
795,B019,R014,S171,Vaddeswaram,16.49,80.61,0.89,22.28,Cloudy,30,Monday,1,Main Road,Medium,41,40,60,2,5,8.3,15:15
796,B004,R008,S093,Tulluru,16.52,80.58,5.13,22.84,Foggy,40,Saturday,1,Village Road,Medium,19,57,60,1,8,25.2,15:16
797,B001,R007,S146,Prathipadu,16.48,80.32,6.94,24.14,Rainy,27,Monday,1,Village Road,Medium,32,11,60,4,9,26.0,15:17
798,B015,R002,S084,Ponnur,16.065,80.551,3.38,23.87,Foggy,36,Saturday,1,Village Road,Low,26,54,60,3,4,14.8,15:18
799,B020,R018,S190,Tadikonda,16.405,80.643,6.42,11.58,Sunny,29,Wednesday,1,Main Road,Medium,42,11,60,3,4,16.2,15:19
800,B015,R012,S194,Mangalagiri,16.4303,80.5681,6.25,12.31,Sunny,27,Tuesday,1,Main Road,High,45,6,60,3,8,19.3,16:20
801,B020,R013,S068,Mangalagiri,16.4303,80.5681,4.68,16.62,Sunny,26,Saturday,1,Highway,Medium,54,39,60,1,4,10.2,16:21
802,B008,R018,S040,Pedakakani,16.285,80.49,5.22,34.34,Sunny,30,Monday,1,Main Road,Low,33,19,60,1,0,10.5,16:22
803,B015,R014,S143,Tenali,16.239,80.645,1.85,10.75,Rainy,39,Friday,0,Main Road,High,44,31,60,4,13,19.5,16:23
804,B012,R008,S082,Tadikonda,16.405,80.643,5.89,35.35,Sunny,39,Wednesday,0,Village Road,High,26,49,60,3,8,24.6,16:24
805,B004,R020,S059,Tadikonda,16.405,80.643,7.86,31.39,Sunny,33,Saturday,0,Main Road,Medium,34,34,60,3,4,20.9,16:25
806,B018,R002,S089,Ponnur,16.065,80.551,4.38,17.47,Sunny,37,Saturday,0,Main Road,High,44,9,60,4,8,18.0,16:26
807,B007,R015,S080,Pedakakani,16.285,80.49,5.94,20.66,Rainy,39,Saturday,1,Highway,Medium,53,26,60,4,9,19.7,16:27
808,B012,R019,S031,Tenali,16.239,80.645,7.86,25.47,Foggy,24,Friday,0,Main Road,High,34,38,60,1,12,26.9,16:28
809,B003,R004,S104,Prathipadu,16.48,80.32,6.82,7.7,Cloudy,40,Saturday,1,Village Road,High,23,56,60,3,9,29.8,16:29
810,B016,R003,S048,Prathipadu,16.48,80.32,2.12,11.46,Sunny,30,Thursday,0,Main Road,Low,34,19,60,3,0,6.7,16:30
811,B012,R004,S044,Pedakakani,16.285,80.49,6.21,21.93,Cloudy,22,Friday,0,Village Road,Low,32,5,60,1,1,13.6,16:31
812,B012,R004,S175,Pedakakani,16.285,80.49,7.68,13.33,Sunny,26,Friday,1,Main Road,Medium,41,41,60,2,4,17.2,16:32
813,B010,R010,S028,Tadikonda,16.405,80.643,1.02,2.18,Foggy,33,Saturday,0,Village Road,Medium,32,42,60,1,8,10.9,16:33
814,B015,R004,S172,Vaddeswaram,16.49,80.61,5.15,35.07,Rainy,39,Monday,1,Highway,High,48,20,60,4,13,23.4,16:34
815,B017,R003,S170,Pedakakani,16.285,80.49,1.1,2.86,Sunny,32,Friday,1,Highway,High,60,53,60,1,8,10.1,16:35
816,B013,R003,S126,Vaddeswaram,16.49,80.61,4.02,9.96,Sunny,22,Thursday,0,Main Road,High,40,25,60,4,8,18.0,16:36
817,B007,R003,S079,Vaddeswaram,16.49,80.61,7.94,31.06,Cloudy,40,Saturday,0,Main Road,Medium,39,46,60,1,5,18.2,16:37
818,B017,R017,S046,Pedakakani,16.285,80.49,3.57,14.12,Rainy,38,Wednesday,0,Village Road,Medium,27,18,60,4,9,20.9,16:38
819,B002,R013,S053,Mangalagiri,16.4303,80.5681,1.33,7.44,Cloudy,25,Wednesday,0,Main Road,Low,37,20,60,1,1,4.2,16:39
820,B014,R019,S182,Pedakakani,16.285,80.49,7.41,19.47,Cloudy,31,Tuesday,1,Village Road,Low,29,31,60,3,1,19.3,16:40
821,B013,R002,S179,Guntur,16.3067,80.4365,6.87,12.55,Sunny,36,Tuesday,0,Main Road,Medium,42,9,60,1,4,14.8,16:41
822,B010,R018,S074,Mangalagiri,16.4303,80.5681,4.67,9.69,Foggy,31,Friday,1,Highway,Medium,60,11,60,4,8,16.7,16:42
823,B004,R004,S059,Mangalagiri,16.4303,80.5681,6.89,12.91,Sunny,23,Thursday,0,Main Road,Medium,32,10,60,4,4,20.9,16:43
824,B007,R011,S012,Mangalagiri,16.4303,80.5681,3.98,27.05,Cloudy,40,Monday,0,Main Road,Medium,44,26,60,2,5,12.4,16:44
825,B008,R006,S161,Ponnur,16.065,80.551,7.29,8.98,Rainy,28,Wednesday,1,Village Road,Low,24,6,60,1,5,24.2,16:45
826,B014,R017,S137,Namburu,16.36,80.52,1.96,18.37,Sunny,22,Friday,0,Highway,Low,52,51,60,1,0,3.3,16:46
827,B008,R002,S145,Pedakakani,16.285,80.49,0.84,0.94,Sunny,39,Monday,0,Main Road,Low,33,46,60,1,0,2.5,16:47
828,B015,R016,S040,Namburu,16.36,80.52,4.04,26.48,Cloudy,36,Friday,1,Village Road,Medium,30,19,60,3,5,16.1,16:48
829,B002,R015,S106,Tadikonda,16.405,80.643,7.15,18.19,Rainy,39,Tuesday,1,Main Road,Low,42,13,60,2,5,17.2,16:49
830,B011,R013,S035,Pedakakani,16.285,80.49,4.12,17.69,Sunny,38,Tuesday,0,Main Road,High,43,18,60,3,8,16.7,16:50
831,B005,R016,S028,Tenali,16.239,80.645,7.01,30.77,Sunny,39,Saturday,1,Main Road,Low,44,24,60,4,0,13.6,16:51
832,B015,R001,S178,Tulluru,16.52,80.58,4.77,9.47,Cloudy,28,Thursday,0,Main Road,Low,36,22,60,2,1,10.9,16:52
833,B011,R020,S196,Tulluru,16.52,80.58,3.76,17.82,Sunny,38,Saturday,0,Village Road,High,22,48,60,4,8,22.3,16:53
834,B007,R005,S055,Mangalagiri,16.4303,80.5681,7.43,33.51,Sunny,31,Monday,1,Village Road,Low,18,44,60,3,0,27.8,16:54
835,B006,R014,S031,Pedakakani,16.285,80.49,5.87,14.56,Cloudy,39,Friday,1,Main Road,Low,45,15,60,2,1,10.8,16:55
836,B005,R013,S122,Vaddeswaram,16.49,80.61,7.83,27.75,Sunny,34,Thursday,0,Main Road,Low,38,54,60,1,0,13.4,16:56
837,B011,R003,S095,Guntur,16.3067,80.4365,4.02,4.62,Cloudy,24,Tuesday,0,Main Road,Medium,44,44,60,3,5,13.5,16:57
838,B012,R020,S127,Ponnur,16.065,80.551,7.72,17.34,Rainy,22,Friday,1,Main Road,Medium,33,15,60,1,9,24.0,16:58
839,B010,R009,S115,Pedakakani,16.285,80.49,7.31,8.01,Sunny,35,Wednesday,0,Village Road,Low,34,22,60,2,0,14.9,16:59
840,B013,R007,S121,Namburu,16.36,80.52,7.08,34.88,Cloudy,34,Thursday,0,Main Road,Low,31,49,60,3,1,17.7,16:00
841,B009,R018,S050,Ponnur,16.065,80.551,6.95,30.47,Sunny,37,Wednesday,1,Main Road,Medium,41,10,60,3,4,17.2,16:01
842,B003,R006,S096,Namburu,16.36,80.52,7.25,7.94,Rainy,24,Tuesday,0,Village Road,Low,34,54,60,2,5,19.8,16:02
843,B011,R004,S157,Mangalagiri,16.4303,80.5681,7.07,25.59,Cloudy,25,Monday,0,Village Road,Low,28,17,60,4,1,20.1,16:03
844,B017,R007,S122,Mangalagiri,16.4303,80.5681,6.5,13.49,Sunny,28,Saturday,1,Highway,Low,47,43,60,3,0,11.3,16:04
845,B004,R003,S049,Tadikonda,16.405,80.643,4.45,6.84,Sunny,27,Wednesday,0,Main Road,High,44,15,60,2,8,16.1,16:05
846,B017,R001,S168,Prathipadu,16.48,80.32,5.41,11.96,Sunny,30,Wednesday,0,Main Road,Low,43,9,60,2,0,9.5,16:06
847,B011,R019,S198,Guntur,16.3067,80.4365,1.38,24.31,Sunny,33,Saturday,0,Highway,Medium,56,41,60,1,4,6.5,16:07
848,B018,R007,S059,Ponnur,16.065,80.551,6.14,20.55,Rainy,40,Tuesday,0,Village Road,Medium,29,49,60,3,9,24.7,16:08
849,B014,R001,S036,Pedakakani,16.285,80.49,4.14,31.11,Sunny,32,Thursday,0,Main Road,Medium,40,30,60,4,4,14.2,16:09
850,B001,R016,S101,Pedakakani,16.285,80.49,2.36,2.85,Sunny,27,Wednesday,1,Highway,Medium,50,19,60,2,4,8.8,16:10
851,B003,R011,S181,Tenali,16.239,80.645,7.62,12.41,Sunny,37,Friday,1,Main Road,High,43,14,60,1,8,19.6,16:11
852,B020,R014,S157,Tenali,16.239,80.645,4.33,33.04,Sunny,25,Friday,0,Main Road,Medium,36,38,60,3,4,14.2,16:12
853,B007,R011,S177,Ponnur,16.065,80.551,4.87,19.08,Sunny,29,Wednesday,1,Main Road,Low,34,55,60,2,0,10.6,16:13
854,B008,R016,S145,Ponnur,16.065,80.551,7.75,31.2,Rainy,37,Monday,1,Main Road,Medium,36,37,60,2,9,23.9,16:14
855,B003,R015,S100,Mangalagiri,16.4303,80.5681,4.61,18.49,Rainy,28,Wednesday,0,Main Road,High,40,28,60,3,13,22.9,16:15
856,B016,R011,S155,Guntur,16.3067,80.4365,3.36,21.98,Rainy,39,Tuesday,0,Main Road,Medium,30,43,60,3,9,18.7,16:16
857,B010,R009,S053,Tulluru,16.52,80.58,6.55,15.02,Sunny,26,Wednesday,0,Highway,Medium,46,6,60,1,4,13.5,16:17
858,B009,R015,S071,Prathipadu,16.48,80.32,5.31,21.97,Rainy,28,Saturday,1,Highway,Medium,59,23,60,1,9,15.4,16:18
859,B018,R001,S161,Tadikonda,16.405,80.643,1.18,10.98,Sunny,35,Saturday,1,Main Road,Medium,30,30,60,4,4,10.4,16:19
860,B016,R003,S018,Tadikonda,16.405,80.643,4.87,21.93,Sunny,26,Tuesday,0,Main Road,High,39,38,60,2,8,17.5,16:20
861,B013,R018,S016,Tadikonda,16.405,80.643,7.8,17.94,Rainy,38,Thursday,1,Village Road,Medium,29,49,60,4,9,29.1,16:21
862,B018,R001,S014,Tadikonda,16.405,80.643,1.95,24.83,Sunny,29,Thursday,0,Main Road,High,36,7,60,1,8,12.2,16:22
863,B016,R001,S172,Tenali,16.239,80.645,3.1,14.73,Sunny,35,Friday,0,Village Road,Medium,34,7,60,3,4,12.5,16:23
864,B013,R007,S039,Tenali,16.239,80.645,0.85,21.9,Sunny,39,Monday,1,Main Road,Medium,37,22,60,2,4,7.4,16:24
865,B004,R010,S116,Vaddeswaram,16.49,80.61,6.23,13.92,Rainy,22,Thursday,1,Main Road,Low,35,18,60,4,5,19.7,16:25
866,B019,R010,S093,Tadikonda,16.405,80.643,2.24,19.35,Rainy,36,Monday,0,Highway,Medium,57,41,60,2,9,13.4,16:26
867,B011,R015,S101,Ponnur,16.065,80.551,2.36,7.79,Sunny,27,Thursday,1,Main Road,Low,39,40,60,4,0,7.6,16:27
868,B001,R010,S114,Tulluru,16.52,80.58,7.17,32.75,Rainy,34,Saturday,0,Main Road,Medium,32,11,60,3,9,25.4,16:28
869,B010,R005,S068,Guntur,16.3067,80.4365,1.35,13.87,Rainy,36,Tuesday,0,Main Road,Low,43,45,60,1,5,7.9,16:29
870,B009,R001,S180,Guntur,16.3067,80.4365,1.61,23.35,Rainy,40,Thursday,0,Village Road,Medium,18,51,60,3,9,17.4,16:30
871,B019,R002,S169,Tadikonda,16.405,80.643,1.07,14.04,Sunny,24,Wednesday,1,Main Road,Medium,42,51,60,1,4,6.5,16:31
872,B019,R014,S144,Namburu,16.36,80.52,7.73,13.37,Rainy,37,Tuesday,0,Main Road,Medium,30,23,60,1,9,25.5,16:32
873,B011,R012,S105,Pedakakani,16.285,80.49,4.72,15.92,Cloudy,27,Friday,1,Highway,High,56,28,60,2,9,16.1,16:33
874,B005,R011,S092,Namburu,16.36,80.52,5.67,17.9,Sunny,36,Thursday,0,Village Road,High,33,7,60,3,8,21.3,16:34
875,B013,R003,S108,Pedakakani,16.285,80.49,5.36,27.7,Cloudy,25,Friday,0,Main Road,High,40,38,60,2,9,19.0,16:35
876,B018,R013,S134,Mangalagiri,16.4303,80.5681,5.72,29.35,Sunny,34,Tuesday,1,Main Road,Medium,35,52,60,3,4,16.8,16:36
877,B016,R005,S019,Prathipadu,16.48,80.32,1.92,22.74,Cloudy,31,Tuesday,1,Main Road,Medium,37,24,60,1,5,9.1,16:37
878,B003,R009,S116,Tenali,16.239,80.645,0.92,9.79,Rainy,25,Thursday,1,Main Road,Low,36,47,60,1,5,7.5,16:38
879,B016,R002,S128,Prathipadu,16.48,80.32,3.5,12.61,Rainy,32,Wednesday,0,Highway,Medium,54,21,60,1,9,13.9,16:39
880,B001,R013,S010,Namburu,16.36,80.52,5.76,24.37,Foggy,37,Monday,1,Village Road,Low,31,21,60,4,4,19.1,16:40
881,B010,R018,S199,Vaddeswaram,16.49,80.61,3.53,13.65,Sunny,36,Tuesday,1,Highway,Medium,52,11,60,3,4,11.1,16:41
882,B009,R019,S031,Guntur,16.3067,80.4365,4.41,18.31,Sunny,38,Thursday,0,Main Road,Medium,44,33,60,1,4,11.0,16:42
883,B016,R008,S002,Ponnur,16.065,80.551,3.87,24.47,Sunny,34,Saturday,0,Village Road,High,28,54,60,4,8,20.3,16:43
884,B004,R006,S036,Prathipadu,16.48,80.32,7.03,24.54,Cloudy,26,Saturday,0,Highway,Medium,50,33,60,1,5,14.4,16:44
885,B009,R014,S143,Namburu,16.36,80.52,7.26,18.31,Sunny,35,Monday,0,Main Road,Medium,30,10,60,1,4,19.5,16:45
886,B006,R003,S147,Ponnur,16.065,80.551,4.45,11.75,Sunny,27,Saturday,0,Village Road,High,30,33,60,1,8,17.9,16:46
887,B008,R007,S038,Vaddeswaram,16.49,80.61,7.79,27.48,Sunny,31,Tuesday,1,Main Road,Medium,45,5,60,1,4,15.4,16:47
888,B011,R008,S123,Pedakakani,16.285,80.49,5.59,23.16,Rainy,28,Tuesday,1,Highway,Low,45,35,60,2,5,14.5,16:48
889,B017,R005,S195,Namburu,16.36,80.52,5.36,21.6,Sunny,24,Thursday,0,Main Road,High,42,41,60,2,8,17.7,16:49
890,B013,R001,S050,Tadikonda,16.405,80.643,6.76,18.95,Sunny,33,Thursday,1,Main Road,Medium,41,43,60,3,4,16.9,16:50
891,B016,R003,S111,Tenali,16.239,80.645,7.2,26.58,Sunny,22,Thursday,0,Village Road,Medium,34,40,60,3,4,19.7,16:51
892,B010,R018,S155,Mangalagiri,16.4303,80.5681,2.8,11.23,Foggy,32,Wednesday,1,Village Road,Medium,29,37,60,3,8,16.8,16:52
893,B009,R009,S070,Namburu,16.36,80.52,1.46,16.15,Cloudy,31,Friday,0,Main Road,Low,45,25,60,1,1,3.9,16:53
894,B007,R020,S036,Pedakakani,16.285,80.49,2.18,12.23,Sunny,31,Tuesday,1,Village Road,Medium,27,50,60,4,4,12.8,16:54
895,B020,R011,S047,Vaddeswaram,16.49,80.61,2.05,23.79,Cloudy,37,Wednesday,0,Main Road,High,44,30,60,2,9,13.8,16:55
896,B001,R003,S049,Namburu,16.36,80.52,2.63,4.79,Sunny,30,Thursday,1,Village Road,Low,22,40,60,4,0,11.2,16:56
897,B014,R013,S081,Tulluru,16.52,80.58,1.17,14.0,Cloudy,25,Tuesday,0,Village Road,High,26,12,60,4,9,15.7,16:57
898,B007,R002,S170,Pedakakani,16.285,80.49,2.8,19.25,Rainy,40,Monday,0,Village Road,Low,20,12,60,4,5,17.4,16:58
899,B008,R005,S006,Pedakakani,16.285,80.49,2.53,9.14,Rainy,39,Friday,1,Village Road,Medium,31,53,60,3,9,16.9,16:59
900,B016,R004,S025,Tenali,16.239,80.645,5.24,33.87,Cloudy,29,Thursday,0,Highway,Low,57,20,60,3,1,9.5,17:00
901,B015,R007,S060,Namburu,16.36,80.52,1.57,8.73,Cloudy,25,Monday,1,Main Road,Low,37,50,60,4,1,7.5,17:01
902,B011,R001,S128,Namburu,16.36,80.52,4.7,12.85,Sunny,38,Friday,1,Main Road,High,42,58,60,3,8,17.7,17:02
903,B007,R011,S091,Namburu,16.36,80.52,5.13,26.1,Rainy,34,Wednesday,0,Main Road,Low,34,50,60,2,5,16.1,17:03
904,B013,R019,S089,Ponnur,16.065,80.551,5.74,22.64,Sunny,33,Thursday,0,Village Road,Medium,18,36,60,1,4,24.1,17:04
905,B006,R006,S057,Prathipadu,16.48,80.32,2.64,9.5,Foggy,40,Saturday,0,Village Road,Low,31,59,60,4,4,13.1,17:05
906,B009,R003,S135,Guntur,16.3067,80.4365,1.45,28.93,Cloudy,30,Thursday,0,Village Road,Low,25,23,60,1,1,5.5,17:06
907,B019,R006,S074,Tadikonda,16.405,80.643,3.75,8.75,Rainy,39,Thursday,1,Village Road,Low,25,15,60,1,5,15.0,17:07
908,B018,R012,S186,Tenali,16.239,80.645,6.36,14.43,Cloudy,27,Tuesday,0,Highway,Medium,51,20,60,4,5,16.5,17:08
909,B002,R016,S040,Guntur,16.3067,80.4365,6.66,21.69,Sunny,26,Tuesday,1,Main Road,High,38,41,60,2,8,20.5,17:09
910,B005,R001,S074,Ponnur,16.065,80.551,5.94,10.8,Sunny,36,Friday,1,Main Road,Medium,35,48,60,4,4,18.2,17:10
911,B017,R014,S043,Prathipadu,16.48,80.32,3.35,21.52,Cloudy,38,Thursday,0,Main Road,Medium,44,56,60,3,5,12.6,17:11
912,B016,R007,S193,Guntur,16.3067,80.4365,5.15,17.52,Sunny,22,Tuesday,1,Main Road,Low,39,54,60,3,0,10.9,17:12
913,B013,R015,S183,Tadikonda,16.405,80.643,2.56,3.05,Sunny,36,Wednesday,0,Main Road,Low,39,34,60,4,0,7.9,17:13
914,B013,R014,S020,Tadikonda,16.405,80.643,7.26,34.94,Sunny,31,Wednesday,1,Main Road,Low,37,7,60,4,0,15.8,17:14
915,B002,R001,S131,Namburu,16.36,80.52,7.44,12.42,Sunny,28,Saturday,1,Highway,High,55,6,60,3,8,19.1,17:15
916,B016,R014,S196,Namburu,16.36,80.52,2.85,4.38,Sunny,38,Monday,0,Main Road,Medium,41,14,60,4,4,12.2,17:16
917,B008,R002,S012,Prathipadu,16.48,80.32,1.82,29.27,Sunny,31,Monday,0,Main Road,Low,38,17,60,4,0,6.9,17:17
918,B006,R002,S068,Prathipadu,16.48,80.32,4.74,12.39,Sunny,37,Monday,0,Main Road,High,34,34,60,1,8,17.4,17:18
919,B016,R009,S148,Tadikonda,16.405,80.643,5.62,29.97,Cloudy,39,Friday,1,Village Road,Low,20,45,60,3,1,20.9,17:19
920,B016,R013,S014,Pedakakani,16.285,80.49,6.67,19.69,Rainy,40,Wednesday,1,Main Road,Low,37,11,60,3,5,18.8,17:20
921,B013,R014,S146,Tadikonda,16.405,80.643,7.32,35.1,Cloudy,32,Wednesday,0,Main Road,Medium,37,20,60,4,5,20.9,17:21
922,B011,R012,S031,Tadikonda,16.405,80.643,3.94,28.39,Sunny,31,Tuesday,1,Main Road,Low,40,36,60,1,0,6.9,17:22
923,B019,R013,S022,Prathipadu,16.48,80.32,2.86,21.18,Sunny,25,Monday,0,Main Road,Low,43,55,60,3,0,7.0,17:23
924,B001,R016,S046,Guntur,16.3067,80.4365,7.53,31.34,Sunny,23,Tuesday,1,Highway,Medium,58,58,60,1,4,12.8,17:24
925,B002,R020,S001,Pedakakani,16.285,80.49,1.99,11.28,Foggy,28,Tuesday,1,Main Road,Low,32,57,60,1,4,8.7,17:25
926,B016,R020,S058,Namburu,16.36,80.52,1.8,15.67,Sunny,31,Monday,1,Highway,High,54,59,60,1,8,11.0,17:26
927,B008,R010,S171,Pedakakani,16.285,80.49,7.65,16.84,Rainy,32,Tuesday,0,Main Road,Medium,44,34,60,4,9,23.4,17:27
928,B003,R010,S198,Tadikonda,16.405,80.643,5.03,8.56,Sunny,32,Saturday,1,Village Road,Low,19,42,60,2,0,17.9,17:28
929,B007,R016,S168,Tenali,16.239,80.645,7.5,27.55,Cloudy,23,Wednesday,0,Village Road,Medium,21,30,60,3,5,29.4,17:29
930,B015,R005,S084,Tenali,16.239,80.645,3.6,27.98,Foggy,35,Saturday,1,Main Road,Medium,31,53,60,3,8,18.0,17:30
931,B002,R005,S062,Tulluru,16.52,80.58,7.67,20.14,Foggy,38,Friday,1,Village Road,Medium,23,22,60,2,8,30.0,17:31
932,B004,R016,S198,Tenali,16.239,80.645,5.35,26.69,Sunny,38,Tuesday,0,Village Road,High,18,14,60,1,8,26.8,17:32
933,B015,R019,S141,Pedakakani,16.285,80.49,7.95,26.32,Sunny,31,Friday,1,Main Road,Medium,42,7,60,1,4,16.4,17:33
934,B011,R019,S058,Ponnur,16.065,80.551,6.77,19.29,Rainy,36,Wednesday,1,Main Road,Medium,32,46,60,2,9,23.7,17:34
935,B013,R001,S111,Guntur,16.3067,80.4365,0.83,7.71,Rainy,23,Monday,1,Village Road,Low,26,39,60,2,5,8.9,17:35
936,B008,R013,S144,Vaddeswaram,16.49,80.61,4.38,21.79,Cloudy,32,Tuesday,0,Village Road,Medium,19,5,60,1,5,19.8,17:36
937,B009,R014,S042,Prathipadu,16.48,80.32,1.52,29.45,Sunny,35,Tuesday,0,Highway,Medium,52,28,60,3,4,8.8,17:37
938,B001,R008,S017,Mangalagiri,16.4303,80.5681,5.78,24.95,Sunny,30,Tuesday,0,Village Road,Low,35,53,60,1,0,10.9,17:38
939,B006,R013,S049,Namburu,16.36,80.52,5.61,13.96,Rainy,39,Wednesday,0,Main Road,Low,33,44,60,3,5,18.2,17:39
940,B001,R011,S100,Mangalagiri,16.4303,80.5681,1.95,26.41,Sunny,35,Monday,1,Village Road,Medium,28,18,60,3,4,11.2,17:40
941,B013,R011,S165,Tadikonda,16.405,80.643,6.81,34.82,Cloudy,33,Tuesday,0,Highway,Medium,60,7,60,4,5,15.8,17:41
942,B003,R005,S025,Namburu,16.36,80.52,5.47,17.94,Foggy,38,Friday,0,Highway,High,56,42,60,4,12,21.9,17:42
943,B010,R002,S028,Tadikonda,16.405,80.643,6.46,25.6,Cloudy,23,Wednesday,0,Main Road,Low,33,49,60,4,1,16.7,17:43
944,B010,R010,S105,Ponnur,16.065,80.551,6.92,36.36,Sunny,22,Monday,1,Village Road,High,28,25,60,4,8,26.8,17:44
945,B006,R019,S055,Tadikonda,16.405,80.643,1.62,30.86,Sunny,40,Monday,0,Village Road,Medium,29,8,60,1,4,8.4,17:45
946,B014,R003,S169,Ponnur,16.065,80.551,5.54,8.55,Rainy,32,Wednesday,0,Main Road,Medium,39,13,60,3,9,20.5,17:46
947,B019,R018,S064,Mangalagiri,16.4303,80.5681,1.11,25.4,Sunny,24,Wednesday,0,Highway,Medium,45,16,60,2,4,7.5,17:47
948,B014,R001,S175,Tulluru,16.52,80.58,2.37,23.61,Foggy,38,Wednesday,0,Village Road,Low,33,36,60,2,4,10.3,17:48
949,B019,R010,S069,Vaddeswaram,16.49,80.61,2.19,18.02,Sunny,29,Friday,0,Main Road,Low,36,50,60,4,0,7.7,17:49
